epsilon,alpha,a_true,a_hat_mean,a_hat_std,abs_error_mean,abs_error_std,ci_low,ci_high,shots_total_mean,grover_calls_mean,ks_used,runs
0.20000000000000004,0.01,0.06585414330510068,0.06396484374999999,0.0,0.0018892995551006986,0.0,0.0279991029218537,0.09993058457814628,2048.0,0.0,0,1
0.18741676341103,0.01,0.06585414330510068,0.06591796875,0.0,6.38254448993153e-05,0.0,0.027671924520612234,0.10416401297938777,2048.0,0.0,0,1
0.17562521603732997,0.01,0.06585414330510068,0.064453125,0.0,0.0014010183051006847,0.0,0.026207080770612234,0.10269916922938778,2048.0,0.0,0,1
0.1645755478153965,0.01,0.06585414330510068,0.07177734375,0.0,0.005923200444899315,0.0,0.03353129952061224,0.11002338797938777,2048.0,0.0,0,1
0.15422108254079409,0.01,0.06585414330510068,0.05957031249999999,0.0,0.006283830805100692,0.0,0.021324268270612234,0.09781635672938775,2048.0,0.0,0,1
0.14451808069770467,0.01,0.06585414330510068,0.06591796875,0.0,6.38254448993153e-05,0.0,0.027671924520612234,0.10416401297938777,2048.0,0.0,0,1
0.13542555469368928,0.01,0.06585414330510068,0.06982421875,0.0,0.003970075444899315,0.0,0.03157817452061224,0.10807026297938775,2048.0,0.0,0,1
0.12690509571917333,0.01,0.06585414330510068,0.07373046875,0.0,0.007876325444899315,0.0,0.035484424520612234,0.11197651297938777,2048.0,0.0,0,1
0.11892071150027211,0.01,0.06585414330510068,0.05322265625000001,0.0,0.012631487055100678,0.0,0.014976612020612236,0.09146870047938778,2048.0,0.0,0,1
0.11143867425958925,0.01,0.06585414330510068,0.07031249999999999,0.0,0.004458356694899301,0.0,0.03206645577061224,0.10855854422938774,2048.0,0.0,0,1
0.10442737824274138,0.01,0.06585414330510068,0.05908203124999999,0.0,0.006772112055100692,0.0,0.020835987020612234,0.09732807547938775,2048.0,0.0,0,1
0.09785720620877002,0.01,0.06585414330510068,0.06591796874999999,0.0,6.382544489930142e-05,0.0,0.026398980856766896,0.10543695664323308,2048.0,0.0,0,1
0.09170040432046712,0.01,0.06585414330510068,0.07226562499999999,0.0,0.006411481694899301,0.0,0.03274663710676689,0.11178461289323309,2048.0,0.0,0,1
0.0859309649061239,0.01,0.06585414330510068,0.06347656249999999,0.0,0.0023775808051006986,0.0,0.02395757460676689,0.10299555039323309,2048.0,0.0,0,1
0.08052451659746271,0.01,0.06585414330510068,0.08056640625,0.0,0.014712262944899315,0.0,0.04104741835676689,0.1200853941432331,2048.0,0.0,0,1
0.07545822137967113,0.01,0.06585414330510068,0.06551493445945178,0.0,0.00033920884564890563,0.0,0.058995789084873795,0.07203407983402976,4096.0,2048.0,0;1,1
0.07071067811865475,0.01,0.06585414330510068,0.06812053401588701,0.0,0.0022663907107863257,0.0,0.06148276911199233,0.07475829891978168,4096.0,2048.0,0;1,1
0.06626183215798706,0.01,0.06585414330510068,0.06605462737436954,0.0,0.00020048406926885531,0.0,0.06387009773877245,0.06823915700996662,4096.0,8192.0,0;4,1
0.0620928906036742,0.01,0.06585414330510068,0.06248056099409045,0.0,0.0033735823110102314,0.0,0.056095169664473046,0.06886595232370786,4096.0,2048.0,0;1,1
0.05818624293887887,0.01,0.06585414330510068,0.06621698146226043,0.0,0.00036283815715974777,0.0,0.06403036223851674,0.06840360068600414,4096.0,8192.0,0;4,1
0.054525386633262875,0.01,0.06585414330510068,0.06486835279759583,0.0,0.0009857905075048579,0.0,0.0626969107386625,0.06703979485652915,4096.0,8192.0,0;4,1
0.05109485743270583,0.01,0.06585414330510068,0.06656930046347671,0.0,0.0007151571583760286,0.0,0.06437790044653328,0.06876070048042014,4096.0,8192.0,0;4,1
0.047880164034928674,0.01,0.06585414330510068,0.06681857049054506,0.0,0.000964427185444372,0.0,0.0600942704439311,0.07354287053715902,4096.0,2048.0,0;1,1
0.044867726875077674,0.01,0.06585414330510068,0.06755333903772649,0.0,0.0016991957326258078,0.0,0.06079470171373171,0.07431197636172127,4096.0,2048.0,0;1,1
0.042044820762685745,0.01,0.06585414330510068,0.06837419965054847,0.0,0.002520056345447788,0.0,0.06157685492395577,0.07517154437714119,4096.0,2048.0,0;1,1
0.03939952112769717,0.01,0.06585414330510068,0.0645563234994142,0.0,0.0012978198056864815,0.0,0.057935939732856365,0.07117670726597203,4096.0,2048.0,0;1,1
0.0369206536484875,0.01,0.06585414330510068,0.06527961730722698,0.0,0.0005745259978737066,0.0,0.05862630141536675,0.0719329331990872,4096.0,2048.0,0;1,1
0.03459774704909581,0.01,0.06585414330510068,0.0648957020874944,0.0,0.0009584412176062845,0.0,0.0626756095730227,0.06711579460196608,4096.0,8192.0,0;4,1
0.03242098886627525,0.01,0.06585414330510068,0.06738973117394442,0.0,0.001535587868843738,0.0,0.06063876483353263,0.0741406975143562,4096.0,2048.0,0;1,1
0.03038118399951173,0.01,0.06585414330510068,0.06722631005047817,0.0,0.00137216674537749,0.0,0.06048299146773146,0.0739696286332249,4096.0,2048.0,0;1,1
0.0284697158689173,0.01,0.06585414330510068,0.07011357648553668,0.0,0.0042594331804359925,0.0,0.06323297996325558,0.07699417300781777,4096.0,2048.0,0;1,1
0.026678510016920596,0.01,0.06585414330510068,0.06895162740019309,0.0,0.0030974840950924037,0.0,0.06212683232954396,0.07577642247084221,4096.0,2048.0,0;1,1
0.025000000000000005,0.01,0.06585414330510068,0.06624470451214318,0.0,0.00039056120704249186,0.0,0.0640089919403746,0.06848041708391177,4096.0,8192.0,0;4,1
0.023427095426378754,0.01,0.06585414330510068,0.06520415204707858,0.0,0.0006499912580221062,0.0,0.05844423041773711,0.07196407367642003,4096.0,2048.0,0;1,1
0.021953152004666247,0.01,0.06585414330510068,0.06584983019239218,0.0,4.313112708501099e-06,0.0,0.05905981533433968,0.0726398450504447,4096.0,2048.0,0;1,1
0.020571943476924565,0.01,0.06585414330510068,0.06723158287717726,0.0,0.0013774395720765747,0.0,0.06037641375963173,0.07408675199472278,4096.0,2048.0,0;1,1
0.019277635317599264,0.01,0.06585414330510068,0.06562341712759182,0.0,0.00023072617750886926,0.0,0.06335857414519622,0.06788826010998743,4096.0,8192.0,0;4,1
0.018064760087213087,0.01,0.06585414330510068,0.06560736243461458,0.0,0.00024678087048610187,0.0,0.05882867441415676,0.0723860504550724,4096.0,2048.0,0;1,1
0.016928194336711163,0.01,0.06585414330510068,0.06520415204707858,0.0,0.0006499912580221062,0.0,0.05844423041773711,0.07196407367642003,4096.0,2048.0,0;1,1
0.01586313696489667,0.01,0.06585414330510068,0.06870929113729374,0.0,0.002855147832193053,0.0,0.061783282533639135,0.07563529974094835,4096.0,2048.0,0;1,1
0.014865088937534016,0.01,0.06585414330510068,0.0637618162070197,0.0,0.002092327098080979,0.0,0.05706832176098991,0.07045531065304951,4096.0,2048.0,0;1,1
0.013929834282448659,0.01,0.06585414330510068,0.0662548515608856,0.0,0.00040070825578492064,0.0,0.05944584577960172,0.07306385734216948,4096.0,2048.0,0;1,1
0.013053422280342675,0.01,0.06585414330510068,0.0655956266949198,0.0,0.00025851661018087835,0.0,0.06506093665331532,0.06613031673652428,6144.0,40960.0,0;1;19,1
0.012232150776096252,0.01,0.06585414330510068,0.06569912011470608,0.0,0.000155023190394607,0.0,0.06494832291379897,0.0664499173156132,6144.0,43008.0,0;1;20,1
0.011462550540058392,0.01,0.06585414330510068,0.06600145173282126,0.0,0.00014730842772057995,0.0,0.06546469839795532,0.06653820506768719,6144.0,40960.0,0;1;19,1
0.010741370613265487,0.01,0.06585414330510068,0.06573024393122158,0.0,0.000123899373879105,0.0,0.06531160285238621,0.06614888501005695,6144.0,53248.0,0;1;25,1
0.01006556457468284,0.01,0.06585414330510068,0.06584097836903421,0.0,1.31649360664704e-05,0.0,0.06537179432878307,0.06631016240928538,6144.0,47104.0,0;1;22,1
0.009432277672458888,0.01,0.06585414330510068,0.06601169836832071,0.0,0.0001575550632200301,0.0,0.065544772395603,0.06647862434103842,6144.0,47104.0,0;1;22,1
0.00883883476483185,0.01,0.06585414330510068,0.06607718392324197,0.0,0.00022304061814128195,0.0,0.06554110166552043,0.0666132661809635,6144.0,40960.0,0;1;19,1
0.008282729019748388,0.01,0.06585414330510068,0.0659557686237525,0.0,0.00010162531865182123,0.0,0.06554109301730264,0.06637044423020237,6144.0,53248.0,0;1;25,1
0.007761611325459279,0.01,0.06585414330510068,0.06566557702132039,0.0,0.00018856628378029205,0.0,0.06512488275385106,0.06620627128878971,6144.0,40960.0,0;1;19,1
0.007273280367359863,0.01,0.06585414330510068,0.0658179848546557,0.0,3.615845044498134e-05,0.0,0.06527927624237828,0.06635669346693314,6144.0,40960.0,0;1;19,1
0.006815673329157864,0.01,0.06585414330510068,0.06586857226287676,0.0,1.4428957776077556e-05,0.0,0.06539978579741912,0.0663373587283344,6144.0,47104.0,0;1;22,1
0.006386857179088232,0.01,0.06585414330510068,0.06581164569312371,0.0,4.249761197697155e-05,0.0,0.06527286108694924,0.06635043029929819,6144.0,40960.0,0;1;19,1
0.005985020504366089,0.01,0.06585414330510068,0.0650580485062025,0.0,0.0007960947988981809,0.0,0.06274502259848234,0.06737107441392268,4096.0,8192.0,0;4,1
0.005608465859384713,0.01,0.06585414330510068,0.06555715700619802,0.0,0.0002969862989026656,0.0,0.06500896743159625,0.0661053465807998,6144.0,40960.0,0;1;19,1
0.005255602595335718,0.01,0.06585414330510068,0.0660939702336761,0.0,0.00023982692857540955,0.0,0.0656229117811987,0.0665650286861535,6144.0,47104.0,0;1;22,1
0.004924940140962147,0.01,0.06585414330510068,0.06585300422019902,0.0,1.139084901666254e-06,0.0,0.0654321313867502,0.06627387705364784,6144.0,53248.0,0;1;25,1
0.004615081706060937,0.01,0.06585414330510068,0.06584959965669632,0.0,4.543648404367606e-06,0.0,0.0653054264128395,0.06639377290055312,6144.0,40960.0,0;1;19,1
0.004324718381136977,0.01,0.06585414330510068,0.06594105399711672,0.0,8.69106920160373e-05,0.0,0.06552165229341052,0.06636045570082293,6144.0,53248.0,0;1;25,1
0.004052623608284407,0.01,0.06585414330510068,0.0659731574417291,0.0,0.00011901413662841753,0.0,0.06550069730016508,0.06644561758329313,6144.0,47104.0,0;1;22,1
0.0037976479999389666,0.01,0.06585414330510068,0.06594564656710723,0.0,9.150326200654813e-05,0.0,0.06547283374759617,0.06641845938661829,6144.0,47104.0,0;1;22,1
0.003558714483614663,0.01,0.06585414330510068,0.06587525924615807,0.0,2.11159410573869e-05,0.0,0.06523528799296678,0.06651523049934936,6144.0,34816.0,0;1;16,1
0.003334813752115075,0.01,0.06585414330510068,0.06589607254474378,0.0,4.192923964309314e-05,0.0,0.06542259249783969,0.06636955259164788,6144.0,47104.0,0;1;22,1
0.003125000000000001,0.01,0.06585414330510068,0.06581157502326353,0.0,4.256828183715755e-05,0.0,0.06526694951430938,0.06635620053221768,6144.0,40960.0,0;1;19,1