epsilon,shots,VaR_predicted,VaR_theoretical,mu,sigma,confidence_level,T,dist,df,skew_alpha,rho
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
1.000000e-01,900,0.768885,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
5.994843e-02,900,0.768885,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
3.593814e-02,2214,0.784540,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
2.154435e-02,6147,0.822114,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
1.291550e-02,17109,0.844031,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
7.742637e-03,47592,0.878474,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
4.641589e-03,132408,0.900391,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
2.782559e-03,368433,0.928571,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
1.668101e-03,1025181,0.944227,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.990000,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.985263,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.980526,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.975789,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.971053,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.966316,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.961579,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.956842,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.952105,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.947368,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.942632,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.937895,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.933158,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.928421,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.923684,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.918947,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.914211,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.909474,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.904737,1,skewnorm,3,7.000000,0.000000
1.000000e-03,2852622,0.975538,1.171029,0.150000,0.200000,0.900000,1,skewnorm,3,7.000000,0.000000
